employeeID,clientCompany,clientIndustry,startDate,endDate,jobTitle,payrate,markup,billrate,hours
1537,O'Kon LLC,Computer Software: Prepackaged Software,7/23/2020,8/19/2020,Design Engineer,20.87,20,25.04,166.3624502
1779,"Dicki, Hand and Zemlak",Major Banks,10/19/2020,11/16/2020,Analog Circuit Design manager,7.68,34,10.29,169.2545349
1786,Hackett-Von,Business Services,10/20/2020,11/17/2020,Paralegal,23.87,34,31.99,169.6043451
1864,Lehner-Legros,Farming/Seeds/Milling,11/18/2020,12/16/2020,Assistant Professor,8.72,32,11.51,170.0922119
1920,Kozey Group,Medical/Dental Instruments,12/6/2020,1/3/2021,Product Engineer,15.48,26,19.50,170.4485302
1056,"Cormier, Schinner and Bins",Medical/Dental Instruments,1/19/2020,2/16/2020,Web Developer III,12.58,43,17.99,171.284657
1727,Homenick and Sons,Other Consumer Services,9/29/2020,10/27/2020,Recruiter,10.6,44,15.26,171.3413015
1594,Schinner Inc,Major Pharmaceuticals,8/15/2020,9/12/2020,Engineer III,8.55,25,10.69,171.4949655
1854,"Abbott, Muller and Kunde",Investment Bankers/Brokers/Service,11/17/2020,12/15/2020,Budget/Accounting Analyst III,9.45,23,11.62,172.2948721
1015,Haag and Sons,Medical/Dental Instruments,1/5/2020,2/2/2020,Occupational Therapist,28.89,36,39.29,172.4829661
1898,"Kerluke, Heathcote and Keeling",Automotive Aftermarket,11/28/2020,12/26/2020,Legal Assistant,14.18,28,18.15,173.269477
1717,Pfannerstill-Kreiger,Containers/Packaging,9/26/2020,10/24/2020,Mechanical Systems Engineer,18.87,44,27.17,173.9118147
1997,Kohler LLC,Specialty Chemicals,12/29/2020,1/27/2021,Health Coach III,19.87,23,24.44,174.3710261
1827,Corwin Inc,Finance: Consumer Services,11/5/2020,12/4/2020,General Manager,28.62,31,37.49,174.9092253
1564,"Jaskolski, Fahey and Lebsack",Package Goods/Cosmetics,8/4/2020,9/2/2020,Dental Hygienist,27.59,35,37.25,174.9988709
1265,Nitzsche-Senger,Major Pharmaceuticals,4/13/2020,5/12/2020,VP Product Management,24.72,32,32.63,175.5699437
1750,"Ward, Ankunding and Trantow",n/a,10/7/2020,11/5/2020,Compensation Analyst,26.04,39,36.20,176.5768638
1185,Bartell-Padberg,Savings Institutions,3/12/2020,4/10/2020,Information Systems Manager,22.3,36,30.33,176.9662809
1757,Ritchie and Sons,Major Banks,10/11/2020,11/9/2020,Developer I,20.9,32,27.59,177.2468922
1014,"Pagac, Stroman and Koelpin",Auto Manufacturing,1/5/2020,2/3/2020,Senior Editor,15.06,30,19.58,177.5078464
1247,"Langworth, Daugherty and Dickens",Investment Bankers/Brokers/Service,4/5/2020,5/4/2020,Help Desk Operator,26.79,28,34.29,177.7050735
1269,Predovic-Wisoky,Investment Bankers/Brokers/Service,4/13/2020,5/12/2020,Registered Nurse,27.38,25,34.23,178.207649
1847,"Champlin, Ratke and Wisozk",Major Pharmaceuticals,11/13/2020,12/12/2020,Safety Technician III,18.22,36,24.78,178.3610145
1669,Funk-Marquardt,Major Banks,9/10/2020,10/9/2020,Desktop Support Technician,28.58,44,41.16,178.907621
1159,"Hilll, Haag and Kshlerin",Automotive Aftermarket,3/3/2020,4/1/2020,Recruiter,24.18,27,30.71,179.2938829
1942,Russel Inc,n/a,12/14/2020,1/13/2021,Project Manager,24.4,45,35.38,181.1518666
1464,Dooley-Cassin,Biotechnology: Biological Products (No Diagnostic Substances),6/27/2020,7/27/2020,Staff Accountant II,26.77,31,35.07,181.8186103
1619,"Boyle, Hickle and Johnston",Telecommunications Equipment,8/24/2020,9/23/2020,Structural Engineer,14.41,29,18.59,181.9326302
1643,"Pacocha, Weissnat and Greenholt",Property-Casualty Insurers,9/2/2020,10/2/2020,Teacher,28.08,43,40.15,182.0458964
1948,Hills-Harris,Major Banks,12/16/2020,1/15/2021,Biostatistician III,7.81,41,11.01,183.0522153
1682,Medhurst-Jakubowski,n/a,9/14/2020,10/14/2020,Financial Advisor,15,40,21.00,184.8104675
1460,"Hamill, Armstrong and Corkery",Paper,6/26/2020,7/26/2020,Professor,13.78,31,18.05,184.8532064
1443,"Metz, Dach and Grant",n/a,6/18/2020,7/18/2020,Tax Accountant,28.39,22,34.64,185.8753198
1918,"Mayer, Smith and Fay",n/a,12/6/2020,1/6/2021,Social Worker,23.39,30,30.41,186.1071389
1715,Schiller Inc,Semiconductors,9/25/2020,10/26/2020,VP Quality Control,27.3,43,39.04,186.4352927
1974,Erdman-Rath,Industrial Machinery/Components,12/23/2020,1/23/2021,Account Representative II,21.79,31,28.54,186.7734647
1023,Altenwerth-Carter,Investment Bankers/Brokers/Service,1/8/2020,2/8/2020,Engineer II,11.79,34,15.80,187.2223103
1229,"Flatley, Klein and Green",Major Pharmaceuticals,3/31/2020,5/1/2020,Help Desk Operator,25.44,22,31.04,188.6191917
1736,"Bednar, McClure and Schimmel",Computer Software: Prepackaged Software,10/1/2020,11/1/2020,Systems Administrator I,19.31,22,23.56,189.1901935
1422,Moen-Dare,Major Pharmaceuticals,6/9/2020,7/10/2020,Social Worker,8.18,20,9.82,189.3193213
1447,Gislason and Sons,Accident &Health Insurance,6/19/2020,7/20/2020,Community Outreach Specialist,13.69,26,17.25,189.6937856
1200,"Legros, Jacobi and Goodwin",Biotechnology: Biological Products (No Diagnostic Substances),3/18/2020,4/18/2020,Recruiting Manager,17.66,29,22.78,190.8259597
1055,"Legros, Greenfelder and Wolf",Industrial Machinery/Components,1/18/2020,2/18/2020,Geological Engineer,13.03,24,16.16,191.4152171
1566,Larson Inc,n/a,8/6/2020,9/6/2020,Operator,23.65,37,32.40,191.4615744
1894,Erdman-Reichert,Real Estate Investment Trusts,11/27/2020,12/28/2020,Mechanical Systems Engineer,12.77,20,15.32,191.5116623
1322,Cremin Group,Oil & Gas Production,5/1/2020,6/1/2020,VP Sales,23.04,36,31.33,191.8031728
1617,Zemlak and Sons,Automotive Aftermarket,8/24/2020,9/25/2020,VP Sales,24.48,28,31.33,195.0832303
1535,Klocko-Hermiston,Packaged Foods,7/23/2020,8/24/2020,Environmental Specialist,23.51,42,33.38,196.4945732
1218,Schroeder-Waters,Aluminum,3/26/2020,4/28/2020,Office Assistant I,27.67,30,35.97,199.3525788
1694,"Swift, Cummerata and Lemke",Savings Institutions,9/19/2020,10/22/2020,Editor,29.5,28,37.76,199.7623661
1059,"Weimann, Wolf and Nienow",Electric Utilities: Central,1/21/2020,2/23/2020,Social Worker,8.14,25,10.18,199.821961
1478,Hudson and Sons,Major Pharmaceuticals,7/2/2020,8/4/2020,Assistant Manager,18.97,36,25.80,200.6044709
1807,Strosin-Heller,Restaurants,10/28/2020,11/30/2020,Paralegal,12.23,30,15.90,200.8458939
1703,Witting-Zulauf,n/a,9/22/2020,10/25/2020,Community Outreach Specialist,23.82,36,32.40,202.4595372
1545,"Gulgowski, Gaylord and Lubowitz",Natural Gas Distribution,7/26/2020,8/28/2020,Tax Accountant,25.85,44,37.22,202.6213679
1131,Luettgen Inc,Business Services,2/17/2020,3/21/2020,Research Nurse,29.92,36,40.69,203.5031455
1288,"Eichmann, Goldner and Blanda",Oil & Gas Production,4/18/2020,5/22/2020,Dental Hygienist,9.69,23,11.92,204.5021699
1080,"Stanton, Beahan and Carroll",Major Pharmaceuticals,1/29/2020,3/3/2020,Editor,23.79,27,30.21,204.6014225
1032,Jast-Ebert,n/a,1/10/2020,2/13/2020,VP Quality Control,23.87,38,32.94,204.6531736
1158,"Erdman, Runolfsson and Kulas",Major Pharmaceuticals,3/3/2020,4/6/2020,VP Product Management,13.23,32,17.46,205.0090664
1991,Hodkiewicz-Douglas,Industrial Machinery/Components,12/28/2020,1/31/2021,Research Associate,15.7,33,20.88,205.452151
1959,Welch and Sons,Rental/Leasing Companies,12/18/2020,1/21/2021,Financial Analyst,29.07,25,36.34,205.5106185
1411,"Torphy, Beer and Goyette",Major Pharmaceuticals,6/5/2020,7/9/2020,Research Associate,20.5,28,26.24,206.1947292
1828,Keebler Group,Business Services,11/5/2020,12/9/2020,Budget/Accounting Analyst III,15.34,27,19.48,206.7046585
1069,Herzog LLC,Business Services,1/26/2020,2/29/2020,Research Associate,17.5,38,24.15,207.1694416
1409,Lesch-Purdy,n/a,6/5/2020,7/9/2020,Mechanical Systems Engineer,26.92,44,38.76,207.5539704
1819,"Barrows, Franecki and Schulist",Industrial Machinery/Components,11/1/2020,12/5/2020,Structural Engineer,12.05,25,15.06,208.7081495
1628,"Kovacek, Ryan and Leffler",Real Estate Investment Trusts,8/28/2020,10/1/2020,Physical Therapy Assistant,11.67,34,15.64,209.0066733
1299,Dickinson-Abernathy,Auto Manufacturing,4/22/2020,5/26/2020,Dental Hygienist,29.42,22,35.89,209.2318262
1932,"Turner, Prohaska and Dietrich",Industrial Specialties,12/10/2020,1/14/2021,Software Consultant,26.99,26,34.01,210.334962
1919,Rice-Simonis,Oil & Gas Production,12/6/2020,1/10/2021,Teacher,20.45,24,25.36,210.7702918
1843,Simonis LLC,n/a,11/12/2020,12/17/2020,Automation Specialist III,16.57,45,24.03,210.8494037
1192,Walter Group,Other Consumer Services,3/15/2020,4/19/2020,Food Chemist,19.25,28,24.64,211.2960546
1387,Fahey Inc,Major Banks,5/23/2020,6/27/2020,Pharmacist,21.53,24,26.70,211.3516826
1188,Jaskolski Inc,Natural Gas Distribution,3/14/2020,4/18/2020,Systems Administrator I,26.97,22,32.90,211.6048108
1440,"Marquardt, Shanahan and Dickinson",Real Estate,6/17/2020,7/22/2020,Marketing Manager,12.67,31,16.60,212.2793674
1494,"Graham, Ward and Schmitt",Real Estate Investment Trusts,7/7/2020,8/11/2020,Software Test Engineer I,27.15,42,38.55,214.3878398
1213,Nader LLC,n/a,3/22/2020,4/26/2020,Physical Therapy Assistant,9.52,27,12.09,214.3920588
1559,Hauck-Little,n/a,7/30/2020,9/3/2020,Information Systems Manager,21.05,24,26.10,215.0626274
1490,Toy and Sons,n/a,7/5/2020,8/9/2020,Speech Pathologist,20.12,28,25.75,215.0954201
1124,"Wintheiser, Hilll and Skiles",Hotels/Resorts,2/14/2020,3/20/2020,GIS Technical Architect,13.4,21,16.21,215.4085125
1199,Hane and Sons,n/a,3/18/2020,4/22/2020,Health Coach III,27.27,37,37.36,215.5621921
1325,Kunze and Sons,Major Banks,5/1/2020,6/6/2020,Nurse Practicioner,18.98,38,26.19,216.150093
1194,Harris Inc,Major Pharmaceuticals,3/16/2020,4/21/2020,VP Accounting,25.78,31,33.77,218.3223339
1386,"Quigley, Nitzsche and Brown",Other Specialty Stores,5/23/2020,6/29/2020,Administrative Officer,29.1,21,35.21,222.1900104
1768,Collier LLC,Electronic Components,10/15/2020,11/21/2020,Social Worker,19.84,35,26.78,222.8178041
1428,Jacobs-Kunde,Major Pharmaceuticals,6/13/2020,7/20/2020,Analog Circuit Design manager,21.73,20,26.08,223.5267889
1271,"Ledner, Mante and Leffler",Major Banks,4/14/2020,5/21/2020,Budget/Accounting Analyst IV,28.64,39,39.81,224.9291623
1656,"Reinger, Fisher and Dach",Major Banks,9/6/2020,10/13/2020,Executive Secretary,18.56,20,22.27,225.0908719
1587,Sauer-Crona,Oil & Gas Production,8/12/2020,9/18/2020,Staff Accountant III,16.37,22,19.97,225.1243986
1780,"Cummerata, Rosenbaum and Rath",Textiles,10/19/2020,11/25/2020,Editor,24.49,31,32.08,227.1354284
1430,Koepp and Sons,Telecommunications Equipment,6/14/2020,7/21/2020,Executive Secretary,14.02,22,17.10,227.6337939
1567,Barton-Lindgren,Semiconductors,8/6/2020,9/12/2020,Accounting Assistant III,18.38,34,24.63,227.9684253
1962,Hagenes and Sons,Oilfield Services/Equipment,12/19/2020,1/26/2021,Community Outreach Specialist,29.93,26,37.71,228.4494462
1226,"Prohaska, Gaylord and Dickinson",Major Pharmaceuticals,3/27/2020,5/4/2020,Professor,26.51,44,38.17,228.6652479
1778,Bergnaum-Keebler,Life Insurance,10/19/2020,11/26/2020,Food Chemist,8.44,36,11.48,230.9443205
1789,"Murazik, Volkman and Boyle",Investment Managers,10/22/2020,11/29/2020,Research Assistant I,7.36,21,8.91,231.0351829
1774,Osinski-Vandervort,n/a,10/17/2020,11/24/2020,Marketing Assistant,11.29,20,13.55,231.6457944
1554,Fay Inc,Specialty Foods,7/29/2020,9/5/2020,Safety Technician I,16.96,39,23.57,232.3104363
1597,"Erdman, Klein and Jaskolski",n/a,8/15/2020,9/22/2020,Project Manager,22.34,44,32.17,232.341052
1659,Gaylord and Sons,Major Banks,9/7/2020,10/15/2020,VP Marketing,16.78,37,22.99,232.904639
1236,"Strosin, Dooley and Borer",n/a,4/3/2020,5/11/2020,Editor,11.35,31,14.87,233.3027906
1243,Kulas-Fadel,Major Banks,4/5/2020,5/14/2020,Senior Editor,27.84,25,34.80,234.4801882
1670,Ruecker and Sons,n/a,9/10/2020,10/19/2020,Librarian,19.87,36,27.02,234.6053624
1354,"Batz, Kreiger and Bahringer",Major Banks,5/12/2020,6/20/2020,Mechanical Systems Engineer,14.63,21,17.70,235.5065533
1645,Ziemann LLC,Commercial Banks,9/3/2020,10/12/2020,Analog Circuit Design manager,18.55,41,26.16,235.6425001
1675,"Predovic, Conroy and Lehner",Consumer Electronics/Video Chains,9/11/2020,10/20/2020,Speech Pathologist,17.3,20,20.76,235.9483814
1642,"Pollich, Krajcik and Okuneva",Medical Specialities,9/2/2020,10/11/2020,Legal Assistant,15.44,20,18.53,236.1122406
1502,Christiansen Inc,Finance: Consumer Services,7/11/2020,8/19/2020,Professor,16.68,36,22.68,237.3496081
1454,Johns Inc,Business Services,6/23/2020,8/1/2020,Clinical Specialist,14.69,34,19.68,237.655995
1360,Kautzer-Wunsch,Hospital/Nursing Management,5/13/2020,6/21/2020,Paralegal,24.51,22,29.90,238.1906599
1622,Schinner Group,Major Pharmaceuticals,8/25/2020,10/3/2020,Financial Analyst,17.27,41,24.35,238.2702159
1501,Skiles-Rogahn,Major Pharmaceuticals,7/11/2020,8/20/2020,Librarian,29.65,20,35.58,240.5255865
1143,"Keebler, Boehm and Eichmann",n/a,2/24/2020,4/4/2020,Research Associate,9.69,31,12.69,240.7907259
1220,Yost Inc,Environmental Services,3/26/2020,5/5/2020,Senior Cost Accountant,24.53,30,31.89,241.5487991
1951,Towne-Franecki,Major Banks,12/17/2020,1/26/2021,Nuclear Power Engineer,21.33,34,28.58,241.7952769
1026,"Kuhlman, Homenick and Purdy",Major Banks,1/9/2020,2/18/2020,Environmental Specialist,11.07,42,15.72,242.4372648
1553,"Kuhic, Willms and Stiedemann",Medical/Dental Instruments,7/28/2020,9/6/2020,Environmental Specialist,28.95,27,36.77,242.4580454
1390,O'Keefe-Champlin,Major Banks,5/23/2020,7/2/2020,Product Engineer,17.01,28,21.77,243.4229136
1507,Nienow-Miller,Major Banks,7/14/2020,8/23/2020,Director of Sales,16.17,40,22.64,244.7990378
1836,Stracke LLC,n/a,11/9/2020,12/19/2020,Automation Specialist III,23.67,36,32.19,245.0796991
1068,Batz-Brakus,Real Estate Investment Trusts,1/25/2020,3/5/2020,Programmer I,10.48,43,14.99,245.2146228
1709,Cassin Group,Commercial Banks,9/24/2020,11/4/2020,Staff Scientist,12.42,33,16.52,246.2812106
1848,Jakubowski Group,Investment Managers,11/15/2020,12/26/2020,Social Worker,9.24,36,12.57,246.6000471
1235,Trantow-Cartwright,Industrial Machinery/Components,4/3/2020,5/14/2020,Registered Nurse,19.85,21,24.02,246.8752449
1094,Bauch LLC,Commercial Banks,2/4/2020,3/16/2020,Account Executive,25.06,37,34.33,246.8960202
1551,Rosenbaum Group,EDP Services,7/28/2020,9/7/2020,Technical Writer,15.77,28,20.19,247.4102846
1699,"Heidenreich, Koepp and Raynor",Major Pharmaceuticals,9/21/2020,11/1/2020,Programmer I,14.95,33,19.88,248.1040125
1197,Satterfield LLC,Major Chemicals,3/17/2020,4/27/2020,Human Resources Assistant III,27.27,26,34.36,248.186912
1306,"Toy, Miller and Anderson",Auto Parts:O.E.M.,4/24/2020,6/4/2020,Sales Representative,12.58,39,17.49,249.4265577
1998,Borer LLC,Business Services,12/30/2020,2/9/2021,Chemical Engineer,13.28,44,19.12,249.4803034
1636,Bayer LLC,Computer Manufacturing,8/30/2020,10/10/2020,Software Consultant,17.8,29,22.96,249.7835938
1313,"Dare, Kshlerin and MacGyver",Homebuilding,4/26/2020,6/6/2020,Data Coordiator,22.86,33,30.40,249.9913138
1990,Breitenberg-Sipes,Natural Gas Distribution,12/28/2020,2/7/2021,Geologist IV,13.32,38,18.38,250.1965041
1861,"Corwin, Fay and Kemmer",EDP Services,11/17/2020,12/28/2020,Programmer Analyst II,28.65,33,38.10,250.2024663
1393,"Leuschke, Corkery and Gutkowski",Plastic Products,5/25/2020,7/5/2020,Analog Circuit Design manager,27.47,41,38.73,250.2721193
1324,Prohaska Inc,Major Banks,5/1/2020,6/11/2020,Librarian,19.04,37,26.08,250.5161867
1161,Skiles-Strosin,Semiconductors,3/3/2020,4/13/2020,Physical Therapy Assistant,19.42,24,24.08,250.6148853
1924,"Torphy, Bogisich and Cremin",Medical/Nursing Services,12/7/2020,1/17/2021,Recruiter,20.13,22,24.56,250.6645273
1112,Howell-Johns,n/a,2/11/2020,3/23/2020,Senior Sales Associate,24.46,35,33.02,251.4033008
1857,"Eichmann, Bartell and Feil",n/a,11/17/2020,12/29/2020,Media Manager IV,28.78,22,35.11,252.3597513
1017,Abbott-Hane,Biotechnology: Biological Products (No Diagnostic Substances),1/6/2020,2/17/2020,Geological Engineer,19.59,34,26.25,252.7766302
1099,Schroeder-Denesik,n/a,2/6/2020,3/19/2020,Safety Technician III,22.85,38,31.53,253.8173931
1221,Lemke LLC,Major Banks,3/26/2020,5/7/2020,Account Executive,17.9,25,22.38,254.7474295
1811,Maggio-Carter,Plastic Products,10/30/2020,12/11/2020,Programmer Analyst I,20.35,21,24.62,255.0114906
1174,"Murphy, Bednar and Terry",Oil & Gas Production,3/8/2020,4/19/2020,Product Engineer,14.44,20,17.33,255.9602281
1868,Gutkowski Inc,Real Estate Investment Trusts,11/20/2020,1/1/2021,Occupational Therapist,19.65,38,27.12,256.1952576
1533,D'Amore Group,Coal Mining,7/23/2020,9/3/2020,VP Accounting,20.69,20,24.83,256.7848287
1571,Welch-Robel,Services-Misc. Amusement & Recreation,8/7/2020,9/18/2020,Electrical Engineer,21.86,23,26.89,257.6960537
1225,Labadie LLC,n/a,3/27/2020,5/9/2020,Tax Accountant,14,40,19.60,258.0178405
1338,Johnston-Brown,n/a,5/5/2020,6/17/2020,Analog Circuit Design manager,15.33,40,21.46,258.2236746
1892,McCullough Inc,Computer Software: Prepackaged Software,11/27/2020,1/9/2021,Senior Developer,13.53,32,17.86,259.6336964
1054,Reichert LLC,Industrial Machinery/Components,1/18/2020,3/1/2020,Professor,16.81,25,21.01,259.6884303
1577,"Kirlin, Kirlin and Klocko",n/a,8/10/2020,9/22/2020,Operator,17.67,40,24.74,260.3673245
1109,Mitchell LLC,Business Services,2/9/2020,3/23/2020,Civil Engineer,12.49,23,15.36,261.0630723
1606,Batz-Denesik,Transportation Services,8/19/2020,10/1/2020,Senior Quality Engineer,13.78,39,19.15,261.1474082
1279,Ledner Inc,Packaged Foods,4/16/2020,5/29/2020,Senior Editor,24.16,39,33.58,261.4875689
1568,Stehr-Marquardt,n/a,8/6/2020,9/19/2020,Systems Administrator IV,23.48,21,28.41,265.504301
1842,Hermann-Stiedemann,Broadcasting,11/11/2020,12/25/2020,Accounting Assistant IV,23.04,43,32.95,267.3792497
1473,Rogahn and Sons,Biotechnology: Commercial Physical & Biological Resarch,6/30/2020,8/13/2020,Engineer IV,9.3,44,13.39,267.4476925
1777,Bruen-Dicki,EDP Services,10/19/2020,12/2/2020,Executive Secretary,16.39,35,22.13,267.5347858
1466,Jenkins LLC,n/a,6/27/2020,8/10/2020,Research Associate,23.1,44,33.26,269.2398874
1792,"Schimmel, Hansen and Langosh",Precious Metals,10/23/2020,12/7/2020,Programmer Analyst I,22.94,24,28.45,270.1488707
1097,Bradtke and Sons,Investment Bankers/Brokers/Service,2/5/2020,3/21/2020,Staff Accountant II,29.66,42,42.12,270.1606395
1891,Emard-Powlowski,Biotechnology: Biological Products (No Diagnostic Substances),11/26/2020,1/10/2021,Web Developer III,24.76,32,32.68,270.4904719
1950,"Metz, Welch and Ondricka",n/a,12/17/2020,1/31/2021,Quality Engineer,12.79,33,17.01,270.6562458
1542,Lindgren Inc,Business Services,7/25/2020,9/8/2020,Quality Control Specialist,17.02,24,21.10,270.7322504
1048,Kohler LLC,Television Services,1/16/2020,3/1/2020,VP Marketing,13.75,34,18.43,270.8042349
1672,"Grant, Stracke and Greenfelder",n/a,9/11/2020,10/26/2020,Office Assistant III,15.54,36,21.13,271.0676454
1420,O'Reilly Inc,Real Estate,6/9/2020,7/24/2020,Sales Representative,8.67,33,11.53,271.117254
1788,Jacobson-Kub,Medical/Nursing Services,10/21/2020,12/5/2020,Compensation Analyst,20.02,24,24.82,271.3486501
1543,Ernser-O'Connell,Computer Software: Prepackaged Software,7/25/2020,9/8/2020,Teacher,26.42,41,37.25,271.5281153
1042,Lakin-Toy,Investment Managers,1/14/2020,2/28/2020,Editor,9.58,41,13.51,272.4248342
1435,"Ryan, Mraz and Cronin",Computer Software: Prepackaged Software,6/16/2020,7/31/2020,Assistant Professor,28.83,26,36.33,272.4391116
1168,"Boyle, Anderson and Dach",Auto Parts:O.E.M.,3/6/2020,4/20/2020,Mechanical Systems Engineer,11.85,42,16.83,272.8072873
1845,Turcotte-Kuhn,Major Pharmaceuticals,11/13/2020,12/28/2020,Pharmacist,10.04,24,12.45,272.8692229
1310,Medhurst-Bosco,Electric Utilities: Central,4/25/2020,6/9/2020,Research Assistant III,8.69,32,11.47,273.4068659
1266,"O'Hara, Frami and Goyette",n/a,4/13/2020,5/28/2020,Registered Nurse,8.23,43,11.77,273.998037
1835,Hauck-Gleichner,Air Freight/Delivery Services,11/8/2020,12/23/2020,Software Test Engineer IV,9.24,20,11.09,274.406553
1482,"Mills, Marvin and Ritchie",Oil Refining/Marketing,7/3/2020,8/17/2020,Teacher,16.47,27,20.92,274.8916259
1588,Kshlerin-Pfannerstill,n/a,8/12/2020,9/27/2020,Software Test Engineer IV,27.13,37,37.17,276.3086087
1261,Effertz LLC,n/a,4/11/2020,5/27/2020,Business Systems Development Analyst,12.95,30,16.84,277.1587692
1357,Smith-Skiles,Major Pharmaceuticals,5/12/2020,6/27/2020,Physical Therapy Assistant,19.58,22,23.89,277.4780402
1797,Padberg-Green,Other Specialty Stores,10/24/2020,12/9/2020,Marketing Manager,16.12,33,21.44,279.0322376
1818,"Denesik, Dietrich and Shields",Home Furnishings,11/1/2020,12/17/2020,Speech Pathologist,22.34,42,31.72,279.6911774
1653,Hilll Inc,n/a,9/5/2020,10/21/2020,Safety Technician III,29.88,22,36.45,279.8342725
1005,Wilderman-Rippin,Telecommunications Equipment,1/2/2020,2/17/2020,VP Quality Control,29.54,28,37.81,280.468946
1286,"Ratke, Konopelski and Treutel",Radio And Television Broadcasting And Communications Equipment,4/18/2020,6/3/2020,Research Nurse,24.54,36,33.37,280.5202657
1439,Kunze and Sons,Industrial Specialties,6/17/2020,8/2/2020,Food Chemist,17.55,23,21.59,280.5427159
1907,"Hahn, Schoen and Paucek",Water Supply,12/2/2020,1/17/2021,Accounting Assistant III,24.58,38,33.92,280.9362578
1708,"Donnelly, Emard and Lockman",n/a,9/23/2020,11/8/2020,Recruiting Manager,24.96,33,33.20,281.7122581
1800,Stoltenberg-Bashirian,n/a,10/25/2020,12/11/2020,Accounting Assistant IV,10.77,33,14.32,282.4015877
1133,"Hackett, Gibson and Hahn",Trucking Freight/Courier Services,2/19/2020,4/6/2020,Database Administrator II,26.99,25,33.74,282.8395722
1756,Casper Inc,Commercial Banks,10/11/2020,11/27/2020,Community Outreach Specialist,10.51,27,13.35,283.1927603
1043,"Crona, Wintheiser and Rohan",Oilfield Services/Equipment,1/15/2020,3/2/2020,Human Resources Manager,29.58,22,36.09,284.5991929
1748,"Leannon, Anderson and King",Oil Refining/Marketing,10/7/2020,11/23/2020,Associate Professor,24.15,22,29.46,284.664535
1399,Luettgen-Rohan,Metal Fabrications,5/30/2020,7/16/2020,Chief Design Engineer,7.81,33,10.39,285.4388435
1855,Bernier LLC,n/a,11/17/2020,1/3/2021,Assistant Media Planner,11.16,43,15.96,285.8686916
1248,Leffler and Sons,Telecommunications Equipment,4/6/2020,5/23/2020,Graphic Designer,16.63,27,21.12,286.1799617
1152,Flatley-Gibson,Telecommunications Equipment,2/26/2020,4/13/2020,Actuary,18.02,40,25.23,286.7940165
1003,Crooks-Labadie,Major Pharmaceuticals,1/2/2020,2/19/2020,Account Representative III,9.5,31,12.45,288.0299611
1754,Murray Group,Business Services,10/10/2020,11/27/2020,Human Resources Assistant IV,22.09,24,27.39,288.6906251
1433,"Schuster, Kiehn and Tillman",n/a,6/15/2020,8/2/2020,Systems Administrator II,10.98,31,14.38,289.2106596
1405,Prosacco-McLaughlin,Semiconductors,6/2/2020,7/20/2020,Administrative Officer,10.56,40,14.78,289.9380747
1150,Hermiston-Lakin,Oilfield Services/Equipment,2/25/2020,4/13/2020,Assistant Media Planner,20.05,38,27.67,290.0222013
1305,"Pfannerstill, Rath and Lind",Banks,4/24/2020,6/11/2020,Help Desk Technician,26.07,27,33.11,290.0547423
1121,"Langosh, Smitham and Larkin",Hotels/Resorts,2/13/2020,4/1/2020,Executive Secretary,12.35,32,16.30,290.431043
1196,"Kshlerin, Huels and Walker",Investment Managers,3/16/2020,5/3/2020,Compensation Analyst,16.5,36,22.44,290.9004345
1712,"Doyle, Hermiston and Beer",Biotechnology: Electromedical & Electrotherapeutic Apparatus,9/24/2020,11/11/2020,Editor,14.93,31,19.56,290.9475229
1307,"Metz, Johnson and Schuppe",Services-Misc. Amusement & Recreation,4/24/2020,6/11/2020,Quality Control Specialist,19.01,33,25.28,291.7560278
1317,Nader-Jast,Hospital/Nursing Management,4/27/2020,6/14/2020,Analyst Programmer,14.24,35,19.22,291.9205938
1082,McClure-Daniel,Computer Software: Prepackaged Software,1/30/2020,3/18/2020,Staff Scientist,17.24,44,24.83,292.3839769
1940,"Weimann, Mraz and Roberts",n/a,12/13/2020,1/30/2021,Web Designer IV,26.82,32,35.40,293.5494245
1397,Buckridge-Monahan,n/a,5/27/2020,7/15/2020,VP Product Management,17.86,42,25.36,294.0277673
2000,"Runolfsson, Hessel and Hand",Biotechnology: In Vitro & In Vivo Diagnostic Substances,12/30/2020,2/17/2021,Speech Pathologist,20.2,30,26.26,295.1524059
1900,Price-Effertz,n/a,11/29/2020,1/17/2021,Assistant Media Planner,10.23,38,14.12,295.2486206
1679,Hilpert-Yundt,Investment Bankers/Brokers/Service,9/13/2020,11/1/2020,Assistant Media Planner,25.69,22,31.34,297.6830306
1002,Wilderman-Nitzsche,n/a,1/2/2020,2/20/2020,Research Assistant I,16.69,30,21.70,297.7577771
1339,"Fritsch, Gleichner and Wehner",Business Services,5/5/2020,6/23/2020,Associate Professor,10.76,23,13.23,298.1694958
1167,Goyette-Hauck,Real Estate Investment Trusts,3/6/2020,4/24/2020,Account Representative IV,18.41,24,22.83,299.2225535
1700,Bahringer and Sons,Apparel,9/21/2020,11/9/2020,Biostatistician I,25.68,23,31.59,299.5435426
1993,"Moen, Wunsch and Kuhlman",Mining & Quarrying of Nonmetallic Minerals (No Fuels),12/28/2020,2/16/2021,General Manager,29.52,34,39.56,301.3864416
1528,Dickens Group,Computer peripheral equipment,7/21/2020,9/9/2020,Occupational Therapist,10.84,22,13.22,301.4812874
1349,"Lueilwitz, Howell and West",Business Services,5/10/2020,6/29/2020,Marketing Manager,29.36,43,41.98,302.1726818
